Order ID,Order Date,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD00115,2022-03-07,West,Furniture,Accessories,4118.98,6,0.1,690.69
ORD00617,2022-04-08,East,Technology,Binders,229.02,6,0.1,38.52
ORD01927,2022-05-24,East,Technology,Tables,2365.99,1,0.1,143.09
ORD01220,2023-03-11,North,Technology,Tables,2001.81,3,0.0,237.13
ORD00826,2023-09-29,West,Technology,Binders,1564.53,6,0.0,78.29
ORD01525,2023-11-10,North,Technology,Tables,2267.66,9,0.0,285.66
ORD01650,2022-03-27,West,Office Supplies,Binders,1933.29,6,0.0,364.69
ORD01517,2023-08-11,West,Office Supplies,Phones,2173.02,6,0.0,173.55
ORD01099,2022-12-10,South,Technology,Accessories,4896.72,1,0.0,714.76
ORD00413,2022-10-21,South,Furniture,Accessories,461.39,9,0.2,54.13
ORD01400,2023-07-25,North,Technology,Tables,4612.71,4,0.2,273.27
ORD01444,2023-10-12,West,Office Supplies,Chairs,2411.58,2,0.0,206.86
ORD00729,2023-09-03,East,Technology,Accessories,3126.24,1,0.0,372.97
ORD01301,2023-12-05,South,Office Supplies,Binders,4154.31,3,0.0,325.0
ORD01021,2022-08-31,East,Office Supplies,Chairs,1815.11,3,0.0,250.03
ORD00761,2023-07-15,North,Technology,Chairs,2163.5,5,0.0,265.42
ORD00676,2022-02-01,South,Technology,Accessories,2059.4,1,0.2,210.68
ORD01418,2023-01-26,South,Furniture,Accessories,1886.16,7,0.0,132.35
ORD01893,2022-10-04,West,Office Supplies,Accessories,4629.14,1,0.0,590.62
ORD00457,2023-06-16,North,Furniture,Binders,4148.07,4,0.0,238.19
ORD00920,2022-06-03,West,Technology,Chairs,562.82,6,0.3,71.79
ORD00192,2023-01-18,South,Office Supplies,Tables,558.45,1,0.2,45.34
ORD00739,2022-03-09,North,Furniture,Binders,2150.79,7,0.1,345.43
ORD01713,2022-08-02,South,Furniture,Phones,511.31,7,0.0,79.38
ORD01123,2023-10-17,North,Furniture,Accessories,3103.08,3,0.0,511.78
ORD01572,2023-01-11,South,Technology,Chairs,735.58,4,0.0,71.48
ORD00978,2022-08-01,East,Technology,Binders,2621.42,6,0.0,220.62
ORD01009,2022-03-20,East,Technology,Phones,55.96,7,0.1,5.59
ORD00096,2023-12-27,West,Office Supplies,Binders,1596.65,4,0.0,85.63
ORD01688,2023-09-20,East,Technology,Binders,3392.41,9,0.0,637.14
ORD00663,2023-08-27,South,Office Supplies,Tables,2430.51,9,0.0,262.62
ORD01214,2023-01-16,South,Furniture,Tables,4891.78,9,0.0,969.96
ORD01760,2023-11-11,East,Furniture,Binders,4373.04,6,0.0,718.13
ORD00037,2022-02-27,West,Technology,Phones,1808.17,2,0.0,112.25
ORD01804,2022-01-26,East,Furniture,Chairs,246.52,2,0.0,36.74
ORD01393,2023-03-23,North,Technology,Chairs,4231.22,4,0.0,383.46
ORD01719,2022-03-07,North,Office Supplies,Accessories,4557.95,9,0.2,315.62
ORD01549,2022-09-11,North,Furniture,Accessories,4106.72,3,0.0,363.38
ORD00279,2022-02-13,East,Technology,Chairs,657.19,6,0.0,123.16
ORD00217,2022-04-07,East,Furniture,Binders,4989.62,2,0.0,623.69
ORD00867,2023-07-08,East,Furniture,Binders,1307.75,1,0.1,177.04
ORD00873,2022-08-15,North,Technology,Tables,3626.54,5,0.2,267.33
ORD01822,2023-11-10,West,Furniture,Tables,4542.01,8,0.0,583.39
ORD01297,2023-03-12,South,Furniture,Accessories,1193.72,2,0.0,122.37
ORD01905,2023-08-24,East,Furniture,Chairs,4543.13,9,0.3,312.2
ORD00062,2023-01-14,West,Furniture,Binders,1561.22,8,0.1,122.31
ORD00596,2022-06-27,South,Office Supplies,Chairs,4882.54,3,0.0,543.68
ORD01904,2023-03-03,South,Furniture,Phones,1420.67,1,0.0,211.69
ORD00729,2023-12-10,South,Furniture,Chairs,4768.11,4,0.0,397.21
ORD01366,2022-11-03,West,Technology,Phones,286.65,8,0.1,50.26
ORD00397,2023-05-19,West,Office Supplies,Tables,3552.17,3,0.0,244.0
ORD00699,2022-09-25,North,Technology,Tables,2669.91,2,0.0,325.81
ORD01043,2023-08-09,West,Technology,Accessories,2399.83,7,0.0,150.6
ORD00177,2022-01-08,West,Technology,Chairs,1133.0,4,0.0,60.5
ORD01636,2023-05-23,West,Office Supplies,Chairs,3533.87,6,0.2,532.63
ORD00396,2023-04-21,South,Technology,Phones,970.23,5,0.2,133.16
ORD00445,2022-10-24,East,Technology,Tables,2773.15,2,0.0,427.41
ORD01257,2022-06-13,North,Technology,Phones,1281.16,2,0.1,207.29
ORD01939,2023-04-30,East,Furniture,Tables,4778.99,9,0.0,814.47
ORD00076,2023-08-20,East,Technology,Phones,162.58,2,0.2,19.13
ORD00265,2022-03-13,West,Office Supplies,Tables,1014.65,8,0.1,161.73
ORD00455,2023-07-21,North,Office Supplies,Phones,1226.71,8,0.3,93.27
ORD01820,2023-07-13,East,Furniture,Tables,2082.06,1,0.3,193.71
ORD00718,2022-08-26,East,Office Supplies,Phones,1179.0,1,0.0,196.24
ORD00735,2022-04-14,North,Office Supplies,Chairs,2466.92,4,0.1,139.25
ORD01408,2022-07-29,West,Furniture,Accessories,4364.88,2,0.0,780.43
ORD01588,2023-07-08,East,Technology,Phones,3566.08,1,0.0,262.19
ORD00851,2023-04-13,South,Furniture,Accessories,2908.21,9,0.0,522.55
ORD01530,2023-03-30,East,Technology,Chairs,463.24,3,0.0,44.8
ORD01391,2022-09-25,South,Technology,Chairs,3476.08,1,0.1,309.77
ORD00144,2023-01-21,West,Office Supplies,Tables,848.74,2,0.0,51.85
ORD00885,2023-01-22,East,Furniture,Accessories,3936.11,8,0.2,575.88
ORD01093,2022-09-16,North,Office Supplies,Binders,1265.28,5,0.1,86.75
ORD01123,2022-10-10,North,Office Supplies,Tables,2096.9,7,0.1,272.72
ORD00396,2023-09-18,East,Technology,Accessories,1765.34,6,0.0,258.79
ORD01049,2022-02-09,West,Office Supplies,Phones,4296.89,1,0.0,396.06
ORD00948,2023-05-01,West,Furniture,Phones,650.19,6,0.0,128.64
ORD00891,2022-08-08,North,Office Supplies,Chairs,2836.91,7,0.0,169.15
ORD01493,2022-05-09,East,Office Supplies,Binders,727.47,4,0.2,82.16
ORD01508,2023-06-04,West,Technology,Phones,3529.88,8,0.1,387.36
ORD01589,2023-09-05,North,Furniture,Accessories,4527.29,8,0.0,393.07
ORD01175,2023-11-19,South,Office Supplies,Accessories,2184.35,7,0.2,130.24
ORD01168,2023-09-11,East,Technology,Phones,2450.7,2,0.0,393.49
ORD00569,2023-09-05,South,Office Supplies,Accessories,4638.57,6,0.0,869.49
ORD01063,2022-09-17,South,Furniture,Accessories,2614.54,6,0.0,172.9
ORD00109,2023-01-01,West,Office Supplies,Chairs,2448.24,7,0.0,193.65
ORD01717,2023-06-28,West,Office Supplies,Binders,2900.08,6,0.1,516.64
ORD01066,2023-10-11,West,Technology,Chairs,3452.36,2,0.1,162.36
ORD01210,2023-06-08,East,Office Supplies,Binders,552.28,8,0.1,62.75
ORD00935,2022-01-16,South,Technology,Accessories,4109.13,4,0.0,523.57
ORD00398,2022-05-09,East,Furniture,Binders,2188.82,9,0.0,195.84
ORD01247,2023-07-29,West,Office Supplies,Accessories,380.3,8,0.0,56.84
ORD00634,2022-04-19,South,Furniture,Accessories,3935.19,3,0.3,528.18
ORD01157,2023-06-17,East,Furniture,Chairs,1897.21,3,0.0,222.98
ORD01187,2023-11-01,East,Office Supplies,Chairs,519.83,8,0.0,84.43
ORD01239,2022-09-26,North,Technology,Tables,3176.22,2,0.2,373.3
ORD00733,2022-06-11,East,Furniture,Phones,4403.05,9,0.1,479.26
ORD00235,2022-09-17,West,Furniture,Tables,4441.01,4,0.2,204.19
ORD01867,2022-04-12,East,Office Supplies,Tables,4789.16,6,0.3,540.62
ORD00658,2023-05-21,South,Office Supplies,Binders,4341.17,3,0.0,453.6
ORD00751,2023-07-25,East,Office Supplies,Accessories,30.66,3,0.0,2.57
ORD00588,2022-09-04,North,Office Supplies,Accessories,1913.6,3,0.0,367.87
ORD01033,2023-10-02,South,Office Supplies,Accessories,4096.34,2,0.0,680.1
ORD01098,2023-06-21,South,Office Supplies,Phones,1843.94,8,0.0,358.35
ORD00954,2022-05-11,North,Technology,Binders,3015.71,9,0.0,266.69
ORD00492,2022-12-19,West,Furniture,Binders,3039.46,8,0.1,479.72
ORD00913,2022-07-15,South,Technology,Accessories,1837.83,3,0.0,259.42
ORD01277,2023-10-28,West,Technology,Tables,4524.28,7,0.0,892.3
ORD01254,2023-01-17,South,Office Supplies,Phones,2526.08,2,0.1,436.39
ORD01543,2023-10-07,South,Furniture,Tables,2334.63,4,0.0,457.46
ORD01198,2022-08-15,West,Technology,Chairs,4987.62,6,0.1,865.3
ORD01677,2023-12-02,South,Office Supplies,Binders,2477.63,5,0.3,88.71
ORD01192,2023-04-21,West,Office Supplies,Binders,908.42,9,0.1,131.76
ORD00170,2023-04-22,North,Furniture,Tables,2575.09,4,0.0,233.79
ORD01417,2022-09-22,West,Technology,Phones,4073.8,5,0.2,507.61
ORD00946,2023-01-07,North,Technology,Binders,3888.76,4,0.0,766.44
ORD00795,2023-05-01,South,Technology,Tables,3947.14,8,0.1,198.59
ORD00634,2023-03-10,West,Office Supplies,Phones,3545.96,8,0.0,478.88
ORD01218,2023-10-08,South,Furniture,Tables,1286.0,3,0.0,206.07
ORD01541,2022-07-30,West,Furniture,Phones,4313.18,1,0.3,265.7
ORD00029,2023-07-26,North,Technology,Accessories,4469.35,6,0.0,374.39
ORD01189,2023-01-12,North,Office Supplies,Phones,986.88,2,0.2,46.62
ORD01446,2023-01-30,West,Technology,Chairs,669.67,2,0.0,42.92
ORD00339,2023-03-26,North,Furniture,Accessories,4878.51,3,0.2,579.62
ORD01672,2022-12-30,South,Office Supplies,Tables,4344.25,8,0.3,382.5
ORD01520,2023-04-02,South,Technology,Accessories,4468.32,3,0.0,243.57
ORD01389,2023-12-26,East,Technology,Accessories,4434.15,7,0.0,866.65
ORD01857,2023-12-29,North,Office Supplies,Tables,2717.6,9,0.1,362.98
ORD01366,2022-08-14,South,Furniture,Tables,3239.08,8,0.2,329.92
ORD00500,2022-05-11,West,Office Supplies,Chairs,2735.91,1,0.0,248.72
ORD01681,2023-08-11,North,Technology,Tables,275.01,7,0.1,36.81
ORD00511,2023-04-21,South,Technology,Binders,3732.61,7,0.0,390.52
ORD01351,2022-10-04,North,Technology,Binders,2536.55,8,0.0,394.11
ORD00217,2022-06-05,West,Technology,Chairs,3245.59,5,0.0,494.58
ORD01325,2022-08-06,South,Furniture,Phones,2523.15,9,0.1,145.13
ORD01156,2022-07-09,East,Furniture,Phones,2469.22,9,0.2,368.19
ORD01828,2023-02-21,East,Technology,Binders,875.51,8,0.0,107.73
ORD01094,2023-11-06,North,Furniture,Tables,1407.99,6,0.0,153.39
ORD01276,2023-11-23,West,Furniture,Chairs,811.09,6,0.1,141.12
ORD01439,2023-06-30,South,Furniture,Phones,994.42,1,0.0,115.09
ORD01811,2022-02-10,West,Technology,Phones,4865.43,6,0.2,615.7
ORD00445,2022-11-03,South,Office Supplies,Accessories,782.5,4,0.0,116.02
ORD00876,2022-12-04,North,Office Supplies,Binders,1360.97,4,0.0,101.76
ORD01206,2022-11-10,South,Office Supplies,Tables,2961.14,2,0.0,588.29
ORD00167,2022-03-16,West,Technology,Chairs,3058.69,4,0.2,292.51
ORD00091,2022-10-06,West,Furniture,Phones,786.79,5,0.3,60.15
ORD00714,2022-06-25,North,Furniture,Accessories,3972.71,5,0.0,746.64
ORD01882,2023-10-24,West,Technology,Binders,3930.31,5,0.0,508.53
ORD01555,2022-09-30,South,Technology,Binders,1201.84,4,0.0,187.2
ORD00039,2023-09-12,North,Office Supplies,Chairs,1457.56,1,0.1,232.11
ORD01150,2023-10-13,South,Office Supplies,Phones,4691.18,8,0.1,360.24
ORD01475,2022-10-16,West,Technology,Chairs,4131.84,3,0.3,218.14
ORD00173,2023-12-25,North,Office Supplies,Chairs,3495.03,2,0.2,168.53
ORD00653,2022-09-29,South,Furniture,Accessories,429.52,9,0.2,63.42
ORD00754,2022-03-07,West,Technology,Binders,2102.96,7,0.0,168.35
ORD01244,2023-04-28,West,Technology,Tables,2805.32,9,0.0,269.77
ORD01662,2022-09-05,East,Furniture,Binders,953.31,2,0.1,79.68
ORD01082,2022-06-05,West,Furniture,Binders,2252.17,9,0.0,215.51
ORD01684,2022-02-16,South,Furniture,Accessories,3013.11,9,0.0,452.6
ORD00476,2023-03-30,North,Office Supplies,Tables,1650.34,9,0.0,318.71
ORD00456,2022-07-20,East,Technology,Phones,3909.11,4,0.0,388.64
ORD00829,2023-10-22,West,Office Supplies,Tables,4205.44,3,0.0,467.42
ORD00895,2022-05-04,West,Furniture,Phones,1631.58,6,0.0,270.31
ORD01385,2022-01-01,West,Office Supplies,Tables,4196.51,3,0.0,481.97
ORD01959,2023-10-02,South,Furniture,Chairs,535.81,9,0.0,101.22
ORD01025,2022-07-10,East,Office Supplies,Tables,4191.89,3,0.0,526.01
ORD00387,2023-08-02,South,Office Supplies,Accessories,780.7,2,0.1,71.78
ORD01997,2023-05-31,East,Furniture,Phones,432.98,8,0.0,84.75
ORD00348,2023-03-18,North,Office Supplies,Binders,3216.04,6,0.2,292.96
ORD00190,2022-05-23,South,Technology,Accessories,2370.25,8,0.1,180.63
ORD00505,2022-07-10,South,Office Supplies,Phones,4541.3,7,0.1,313.3
ORD01215,2023-06-17,North,Office Supplies,Phones,1828.68,3,0.1,327.97
ORD01532,2022-08-15,East,Technology,Binders,1450.02,8,0.0,236.28
ORD01393,2022-11-09,West,Furniture,Chairs,2513.66,1,0.0,279.77
ORD01433,2023-09-21,North,Technology,Accessories,2290.61,1,0.1,358.62
ORD00824,2022-10-29,West,Office Supplies,Binders,1735.25,8,0.0,229.09
ORD00929,2023-10-16,West,Furniture,Binders,3474.83,9,0.0,339.17
ORD00934,2023-04-05,North,Office Supplies,Chairs,3802.62,6,0.0,614.15
ORD01141,2023-02-05,East,Office Supplies,Accessories,4267.86,5,0.2,552.72
ORD00134,2023-07-05,West,Technology,Binders,4864.83,2,0.0,608.23
ORD00058,2023-01-28,North,Technology,Chairs,1347.95,9,0.0,76.53
ORD01580,2022-07-26,South,Furniture,Accessories,3586.15,6,0.3,154.52
ORD00685,2022-07-29,South,Furniture,Tables,1983.41,8,0.2,267.07
ORD00672,2022-04-25,South,Furniture,Phones,3391.87,9,0.0,588.56
ORD00173,2023-10-08,North,Office Supplies,Chairs,2390.39,9,0.2,290.18
ORD01853,2022-09-08,South,Technology,Phones,4968.99,8,0.0,873.85
ORD00815,2022-08-07,West,Technology,Tables,3649.93,8,0.1,518.77
ORD01173,2023-02-11,South,Technology,Binders,4763.41,3,0.0,879.04
ORD00080,2023-03-19,South,Furniture,Binders,4178.15,3,0.0,303.17
ORD00886,2023-08-26,West,Technology,Accessories,4516.45,2,0.1,439.65
ORD01237,2022-12-20,South,Technology,Chairs,4075.81,1,0.0,487.53
ORD00203,2023-07-12,West,Technology,Chairs,2306.61,4,0.0,218.32
ORD00764,2023-07-04,South,Furniture,Accessories,1273.91,2,0.1,182.07
ORD01253,2022-05-22,West,Technology,Phones,1864.19,2,0.0,348.35
ORD01700,2023-09-04,South,Furniture,Binders,120.78,5,0.3,9.46
ORD01251,2023-05-16,West,Technology,Binders,2629.49,4,0.0,502.84
ORD01683,2023-12-03,North,Technology,Chairs,2535.19,1,0.0,323.28
ORD01556,2023-07-01,West,Technology,Chairs,2635.75,9,0.1,304.53
ORD01465,2023-10-21,South,Furniture,Accessories,4870.68,4,0.0,682.06
ORD01426,2023-06-26,South,Furniture,Tables,4559.04,5,0.0,411.45
ORD00047,2023-05-22,East,Technology,Phones,825.33,7,0.0,88.73
ORD01257,2023-08-19,West,Office Supplies,Tables,1857.03,2,0.3,172.87
ORD01329,2022-10-08,North,Furniture,Tables,2131.3,8,0.0,407.71
ORD01550,2023-02-28,West,Furniture,Chairs,1815.45,2,0.0,265.79
ORD01167,2022-09-27,West,Technology,Chairs,3996.51,5,0.0,399.52
ORD01439,2022-06-03,North,Office Supplies,Chairs,2629.71,2,0.0,135.61
ORD01537,2023-09-06,West,Technology,Tables,2869.06,2,0.0,565.92
ORD01397,2023-12-28,North,Furniture,Phones,4268.01,4,0.2,423.21
ORD01590,2023-10-24,North,Furniture,Chairs,4033.52,4,0.3,538.64
ORD01910,2022-03-24,West,Technology,Binders,678.41,8,0.0,89.82
ORD01283,2023-09-14,West,Technology,Phones,3575.29,6,0.0,503.47
ORD00656,2023-03-02,South,Office Supplies,Binders,2188.47,8,0.3,240.19
ORD00471,2022-10-02,South,Office Supplies,Phones,1487.35,7,0.0,145.98
ORD01977,2023-12-14,East,Furniture,Chairs,269.09,4,0.0,41.67
ORD00971,2022-10-11,East,Office Supplies,Accessories,2446.5,2,0.2,252.52
ORD01036,2022-06-22,West,Office Supplies,Chairs,1790.07,9,0.1,243.06
ORD01354,2022-11-23,North,Furniture,Tables,1272.53,2,0.0,223.17
ORD00736,2023-12-19,East,Furniture,Tables,3479.47,1,0.0,270.13
ORD00784,2022-03-04,West,Furniture,Phones,3852.04,8,0.0,547.12
ORD00968,2022-03-14,East,Furniture,Tables,1239.05,9,0.0,71.64
ORD00358,2023-09-28,North,Technology,Chairs,266.25,1,0.1,15.65
ORD00972,2023-01-10,West,Furniture,Binders,4246.79,7,0.0,642.07
ORD01432,2023-09-25,North,Furniture,Chairs,69.6,2,0.1,3.8
ORD00668,2023-05-23,West,Furniture,Phones,4686.82,6,0.0,652.89
ORD00373,2023-02-02,East,Office Supplies,Tables,3145.55,5,0.0,261.09
ORD01032,2022-04-30,South,Furniture,Binders,1622.8,1,0.0,155.16
ORD01146,2023-03-13,East,Technology,Accessories,1247.46,2,0.2,69.3
ORD01372,2023-11-07,East,Technology,Binders,64.85,2,0.1,5.1
ORD00676,2023-04-10,South,Furniture,Binders,1192.65,6,0.0,206.56
ORD00090,2022-10-13,South,Technology,Chairs,705.89,1,0.0,102.94
ORD01672,2022-09-22,West,Office Supplies,Accessories,3068.59,4,0.2,472.47
ORD00698,2022-11-16,West,Furniture,Phones,849.4,5,0.0,48.68
ORD01340,2023-11-04,North,Technology,Phones,2652.58,2,0.0,447.92
ORD01202,2023-01-11,North,Technology,Binders,2958.78,2,0.0,458.2
ORD00540,2022-03-30,East,Furniture,Binders,1504.25,7,0.0,134.08
ORD00732,2023-10-16,South,Technology,Tables,194.62,7,0.2,24.81
ORD00869,2022-07-22,North,Furniture,Accessories,205.52,6,0.0,32.37
ORD00041,2022-11-30,East,Technology,Binders,151.21,1,0.1,16.18
ORD00740,2022-08-10,South,Office Supplies,Tables,3700.84,3,0.2,453.86
ORD01728,2022-02-10,West,Technology,Accessories,1603.69,9,0.3,130.99
ORD01947,2023-12-09,East,Technology,Phones,3985.57,1,0.0,399.88
ORD00502,2022-03-09,West,Furniture,Tables,2170.03,2,0.0,260.35
ORD00959,2023-05-29,North,Technology,Accessories,2275.93,8,0.0,419.38
ORD01169,2023-09-29,North,Furniture,Tables,2574.16,7,0.0,277.21
ORD01225,2023-09-14,South,Office Supplies,Binders,3570.9,9,0.1,355.3
ORD00929,2023-08-21,East,Furniture,Chairs,1382.04,4,0.2,156.18
ORD01748,2023-09-24,West,Furniture,Phones,625.51,4,0.1,91.73
ORD00461,2022-05-07,South,Technology,Binders,2789.17,7,0.0,446.81
ORD00732,2022-09-12,North,Office Supplies,Binders,1648.35,1,0.0,87.31
ORD00752,2023-11-26,North,Furniture,Accessories,2223.61,9,0.0,340.46
ORD00925,2022-01-16,East,Technology,Tables,3241.79,2,0.2,304.94
ORD00909,2023-04-22,West,Technology,Phones,2480.75,1,0.0,319.06
ORD01582,2022-03-03,East,Furniture,Binders,3108.99,7,0.0,417.38
ORD01571,2023-03-08,West,Technology,Accessories,2730.12,6,0.0,436.16
ORD01277,2023-11-01,West,Furniture,Phones,3704.19,3,0.3,452.99
ORD00390,2022-09-25,East,Furniture,Tables,3535.56,1,0.1,467.56
ORD01618,2022-02-04,South,Furniture,Binders,2680.27,5,0.2,288.58
ORD00883,2023-07-30,East,Office Supplies,Binders,3400.94,4,0.1,324.65
ORD00256,2023-05-09,East,Furniture,Binders,4370.33,5,0.0,308.9
ORD00709,2023-07-16,North,Technology,Phones,2172.71,1,0.0,421.04
ORD01839,2023-04-14,North,Office Supplies,Phones,2075.56,1,0.0,247.57
ORD01945,2023-10-23,East,Technology,Phones,3825.94,5,0.0,516.24
ORD00450,2022-11-21,East,Office Supplies,Phones,2921.12,6,0.2,380.12
ORD00010,2022-10-31,North,Office Supplies,Accessories,373.61,5,0.0,22.51
ORD00824,2022-10-03,West,Office Supplies,Chairs,4462.72,2,0.0,795.49
ORD00798,2023-11-15,East,Office Supplies,Accessories,173.3,9,0.0,29.38
ORD01266,2022-07-20,South,Technology,Binders,3747.01,5,0.0,622.62
ORD01275,2023-03-21,South,Furniture,Accessories,3798.79,5,0.1,182.22
ORD00877,2022-11-20,South,Technology,Tables,4766.49,9,0.0,614.77
ORD01029,2022-02-04,East,Furniture,Phones,289.59,3,0.0,16.84
ORD01143,2023-04-27,West,Technology,Tables,2992.35,5,0.0,396.88
ORD01016,2023-12-29,West,Office Supplies,Tables,2150.65,5,0.0,339.3
ORD01825,2023-04-25,North,Office Supplies,Binders,1666.55,2,0.0,113.79
ORD00374,2022-03-06,East,Furniture,Phones,469.79,4,0.0,72.46
ORD01089,2022-01-08,West,Furniture,Tables,2822.02,2,0.2,265.11
ORD00146,2022-10-28,East,Technology,Binders,2405.62,5,0.0,413.12
ORD00224,2022-12-09,North,Furniture,Phones,540.68,2,0.0,70.31
ORD01263,2023-03-07,North,Technology,Chairs,3070.2,9,0.1,277.47
ORD00177,2023-02-28,North,Furniture,Binders,3695.01,6,0.0,368.76
ORD01803,2022-11-28,South,Furniture,Accessories,3841.05,8,0.0,709.15
ORD00853,2023-03-14,East,Furniture,Phones,4528.76,9,0.3,373.86
ORD01306,2023-08-11,North,Office Supplies,Tables,2059.16,8,0.1,205.46
ORD00063,2022-06-23,East,Office Supplies,Tables,4766.3,5,0.1,240.14
ORD01241,2023-07-13,South,Technology,Accessories,4329.84,5,0.0,453.11
ORD01878,2023-06-11,South,Furniture,Accessories,1496.58,6,0.0,265.56
ORD00827,2023-10-21,North,Technology,Tables,813.23,1,0.0,133.49
ORD00795,2022-01-26,North,Furniture,Phones,2188.24,8,0.0,181.92
ORD00689,2023-08-28,West,Office Supplies,Binders,2021.46,2,0.3,158.42
ORD01485,2023-02-10,East,Office Supplies,Accessories,2887.08,6,0.0,229.49
ORD01953,2022-08-20,North,Furniture,Accessories,2925.26,9,0.0,564.96
ORD01634,2023-06-17,West,Furniture,Accessories,3754.94,3,0.2,419.71
ORD00105,2023-07-04,East,Office Supplies,Chairs,2559.25,2,0.1,375.79
ORD01123,2023-05-20,North,Office Supplies,Phones,542.02,5,0.3,59.6
ORD00511,2023-10-31,West,Technology,Phones,4294.29,9,0.1,699.75
ORD00385,2022-06-28,West,Office Supplies,Phones,1562.63,6,0.0,300.65
ORD00405,2022-05-12,East,Furniture,Phones,4857.06,8,0.2,213.19
ORD00823,2023-03-31,West,Technology,Phones,606.94,8,0.0,119.14
ORD00518,2022-12-14,East,Furniture,Tables,4792.09,7,0.0,865.36
ORD00476,2023-06-24,East,Technology,Accessories,473.24,5,0.1,45.76
ORD00709,2023-02-10,East,Furniture,Tables,1170.56,2,0.1,184.95
ORD01887,2022-03-17,South,Office Supplies,Chairs,251.97,5,0.2,32.35
ORD01669,2023-08-02,West,Furniture,Binders,3531.46,7,0.3,417.69
ORD01894,2023-05-07,East,Technology,Accessories,4254.49,7,0.2,282.85
ORD00771,2022-07-13,North,Furniture,Chairs,2181.67,2,0.0,321.33
ORD01461,2022-06-11,South,Technology,Tables,4644.04,7,0.1,225.24
ORD01047,2022-12-13,South,Furniture,Binders,2959.69,6,0.1,472.1
ORD00997,2022-12-27,West,Office Supplies,Chairs,3157.44,7,0.3,425.81
ORD01589,2023-08-07,East,Office Supplies,Binders,4230.19,8,0.0,631.65
ORD00677,2022-03-28,West,Furniture,Chairs,1498.07,4,0.0,190.11
ORD00714,2022-09-19,South,Furniture,Tables,1784.24,1,0.2,226.76
ORD01482,2022-08-02,East,Furniture,Binders,4531.64,8,0.0,448.42
ORD00083,2023-10-27,North,Technology,Chairs,4506.8,8,0.0,648.79
ORD01169,2023-12-23,East,Furniture,Tables,4882.88,3,0.0,770.74
ORD01109,2023-07-27,South,Furniture,Accessories,4511.15,3,0.0,322.11
ORD01102,2022-09-19,North,Technology,Tables,654.31,5,0.1,41.82
ORD00457,2023-12-31,East,Office Supplies,Tables,4122.15,3,0.0,648.91
ORD01902,2022-10-10,North,Furniture,Accessories,2061.0,5,0.1,212.88
ORD00001,2023-10-10,North,Furniture,Tables,4954.19,8,0.0,908.5
ORD00051,2023-04-12,South,Office Supplies,Accessories,2371.96,1,0.0,229.58
ORD00685,2023-01-15,North,Office Supplies,Accessories,2778.1,2,0.0,156.59
ORD00717,2022-12-28,West,Technology,Accessories,2658.28,2,0.1,352.84
ORD01796,2023-03-25,South,Furniture,Chairs,1622.25,4,0.0,247.61
ORD01470,2023-03-17,West,Furniture,Binders,393.61,9,0.1,47.13
ORD00449,2022-04-03,North,Technology,Chairs,4480.34,2,0.1,614.93
ORD00881,2023-09-13,West,Office Supplies,Accessories,4017.33,9,0.1,464.83
ORD00488,2023-02-28,East,Technology,Binders,714.84,7,0.1,99.01
ORD01824,2022-05-22,North,Office Supplies,Binders,3888.31,8,0.0,220.04
ORD00034,2022-10-18,East,Technology,Accessories,3136.72,1,0.0,330.17
ORD01372,2023-03-08,West,Office Supplies,Binders,2057.54,5,0.0,167.94
ORD00095,2023-11-20,East,Technology,Binders,1285.03,9,0.0,83.4
ORD01096,2023-10-15,North,Office Supplies,Chairs,4301.45,4,0.2,292.89
ORD01575,2023-12-02,East,Office Supplies,Binders,3506.94,2,0.2,220.79
ORD00154,2022-02-18,West,Office Supplies,Accessories,2747.74,6,0.0,538.47
ORD00250,2022-10-29,West,Office Supplies,Phones,3055.65,2,0.0,284.12
ORD00674,2022-07-09,West,Office Supplies,Phones,473.51,3,0.2,32.06
ORD00438,2022-05-16,North,Furniture,Phones,2380.12,8,0.0,417.07
ORD00118,2023-07-09,West,Office Supplies,Accessories,984.63,3,0.1,100.02
ORD00771,2023-02-08,North,Furniture,Phones,1057.75,2,0.0,119.76
ORD01915,2023-08-25,East,Office Supplies,Chairs,3313.29,6,0.0,386.13
ORD01330,2022-12-07,West,Furniture,Accessories,4558.06,3,0.2,410.15
ORD00268,2023-12-05,East,Furniture,Accessories,2030.71,1,0.0,201.01
ORD01985,2022-11-14,South,Technology,Accessories,1054.59,3,0.1,88.22
ORD01078,2023-09-10,East,Office Supplies,Binders,3250.76,6,0.2,474.08
ORD00236,2022-12-29,South,Technology,Binders,4358.51,3,0.1,291.28
ORD00389,2023-01-17,East,Technology,Binders,3746.63,9,0.1,260.18
ORD00990,2022-08-21,North,Office Supplies,Tables,4346.41,7,0.0,590.06
ORD01758,2022-12-10,East,Technology,Chairs,2692.04,5,0.1,246.04
ORD00763,2023-07-03,North,Office Supplies,Accessories,3764.34,2,0.2,340.99
ORD01849,2023-07-07,North,Technology,Accessories,717.52,9,0.3,85.88
ORD00401,2023-06-13,West,Office Supplies,Binders,1754.41,5,0.1,292.97
ORD00624,2023-07-25,North,Office Supplies,Accessories,1959.95,7,0.1,297.37
ORD00767,2022-07-02,South,Office Supplies,Accessories,2566.25,9,0.0,218.75
ORD01327,2022-02-10,West,Furniture,Phones,4646.8,4,0.2,732.32
